math_score,read_score,scie_score,gender,immig,homelang,desk,room,quietplace,homecomputer,homeinternet,books,booksqty,misced,fisced,hisced,pared,cultposs,hedres,wealth,ictres,schlregion,schllocation,schltype,stratio,schsize,clsize,schid,stuid,composite_score,resource_index,schltype_enc,schllocation_enc,gender_enc,immig_enc,homelang_enc,schlregion_enc,cluster
426.1333,471.6489,407.27261,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,11-25 books,"ISCED 3B, C","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,-1.6287,0.0321,0.7015,0.0139,United Kingdom: Wales,A small town (3 000 to about 15 000 people),Public,16.5753,1210,23,82600293,82613253,435.01827000000003,6,1,2,0,1,0,3,1
523.60083,473.57101,504.62811,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,"ISCED 5A, 6",ISCED 5B,"ISCED 5A, 6",16,0.2737,1.1563,1.2901,2.618,United Kingdom: Wales,A small town (3 000 to about 15 000 people),Public,16.5753,1210,23,82600293,82608381,500.59998333333334,6,1,2,0,1,0,3,2
451.1514,527.06091,515.28009,Female,Native,Language of test,Yes,Yes,No,Yes,Yes,Yes,101-200 books,"ISCED 3A, ISCED 4","ISCED 3B, C","ISCED 3A, ISCED 4",12,-0.0514,-1.1023,-0.9349,-0.3997,United Kingdom: Wales,A small town (3 000 to about 15 000 people),Public,16.5753,1210,23,82600293,82611529,497.8308,5,1,2,0,1,0,3,1
474.66931,519.38507,501.33051,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,101-200 books,ISCED 5B,ISCED 5B,ISCED 5B,14,-0.0514,-0.5199,0.9066,1.4083,United Kingdom: Wales,A small town (3 000 to about 15 000 people),Public,16.5753,1210,23,82600293,82608040,498.46163,6,1,2,0,1,0,3,2
473.65439,470.4603,462.05179,Female,Native,Language of test,Yes,Yes,No,Yes,Yes,No,201-500 books,"ISCED 5A, 6",ISCED 2,"ISCED 5A, 6",16,-0.2818,-1.2457,0.0323,1.0751,United Kingdom: Wales,A small town (3 000 to about 15 000 people),Public,16.5753,1210,23,82600293,82606296,468.72216,4,1,2,0,1,0,3,1
626.80908,648.89691,714.17908,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,201-500 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,2.1655,-0.1108,-0.8463,0.0614,United Kingdom: Wales,A small town (3 000 to about 15 000 people),Public,16.5753,1210,23,82600293,82603693,663.2950233333332,6,1,2,0,1,0,3,2
616.33331,574.63519,652.99591,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,201-500 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,-0.7039,-0.7218,-0.3842,-0.889,United Kingdom: Wales,A small town (3 000 to about 15 000 people),Public,16.5753,1210,23,82600293,82611505,614.6548033333333,6,1,2,0,1,0,3,1
509.13181,543.83698,529.27649,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,ISCED 5B,"ISCED 3B, C",ISCED 5B,14,1.0478,0.0321,-0.0896,-0.1937,United Kingdom: Wales,A small town (3 000 to about 15 000 people),Public,16.5753,1210,23,82600293,82613282,527.4150933333333,6,1,2,0,1,0,3,2
566.33649,620.43262,608.95001,Female,Second-Generation,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,201-500 books,"ISCED 3A, ISCED 4","ISCED 5A, 6","ISCED 5A, 6",16,0.5025,0.0321,0.1728,0.4091,United Kingdom: Wales,A small town (3 000 to about 15 000 people),Public,16.5753,1210,23,82600293,82602664,598.5730400000001,6,1,2,0,2,0,3,2
629.56989,679.0105,667.37097,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,201-500 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,2.1655,1.1563,-1.3032,-0.4276,United Kingdom: Wales,A small town (3 000 to about 15 000 people),Public,16.5753,1210,23,82600293,82603026,658.6504533333333,6,1,2,0,1,0,3,2
441.05551,429.39081,401.20209,Female,Native,Other language,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,-0.2614,0.0321,1.9969,1.9538,United Kingdom: Wales,A small town (3 000 to about 15 000 people),Public,16.5753,1210,23,82600293,82607359,423.88280333333336,6,1,2,0,1,1,3,2
446.8714,444.87701,441.05069,Female,First-Generation,Other language,Yes,Yes,Yes,Yes,Yes,No,11-25 books,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,-0.9969,-1.0509,-0.2312,-0.2903,United Kingdom: Wales,A small town (3 000 to about 15 000 people),Public,16.5753,1210,23,82600293,82610868,444.26636666666667,5,1,2,0,0,1,3,1
543.94843,557.85199,571.53949,Male,Second-Generation,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,101-200 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,1.0478,1.1563,-0.7437,0.1195,United Kingdom: Wales,A small town (3 000 to about 15 000 people),Public,16.5753,1210,23,82600293,82606078,557.77997,6,1,2,1,2,0,3,2
591.62347,574.8559,596.2533,Male,Native,Language of test,No,Yes,Yes,Yes,Yes,No,26-100 books,"ISCED 5A, 6",ISCED 2,"ISCED 5A, 6",16,-0.9969,-1.4682,-1.1227,-1.0838,United Kingdom: Wales,A small town (3 000 to about 15 000 people),Public,16.5753,1210,23,82600293,82604412,587.5775566666666,4,1,2,1,1,0,3,1
621.37042,619.87469,651.86121,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,-0.4365,0.0321,-0.0969,0.4091,United Kingdom: Wales,A small town (3 000 to about 15 000 people),Public,16.5753,1210,23,82600293,82608521,631.03544,6,1,2,1,1,0,3,2
416.69339,338.55261,395.2959,Male,First-Generation,Language of test,No,Yes,Yes,Yes,Yes,No,0-10 books,"ISCED 3A, ISCED 4","ISCED 5A, 6","ISCED 5A, 6",16,-1.6287,-1.746,0.4202,0.2169,United Kingdom: Wales,A small town (3 000 to about 15 000 people),Public,16.5753,1210,23,82600293,82600542,383.5139666666667,4,1,2,1,0,0,3,1
438.42371,415.29471,455.60172,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,No,11-25 books,ISCED 5B,ISCED 5B,ISCED 5B,14,0.2834,0.1927,0.089,0.2793,United Kingdom: Wales,A small town (3 000 to about 15 000 people),Public,16.5753,1210,23,82600293,82610161,436.44004666666666,5,1,2,1,1,0,3,1
531.40149,500.41629,515.94202,Male,Native,Language of test,Yes,Yes,No,Yes,Yes,Yes,26-100 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,0.2737,-0.6134,-0.5247,-0.5478,United Kingdom: Wales,A small town (3 000 to about 15 000 people),Public,16.5753,1210,23,82600293,82611888,515.9199333333332,5,1,2,1,1,0,3,1
503.6929,499.63809,543.93347,Male,Native,Language of test,Yes,Yes,Yes,Yes,No,Yes,11-25 books,"ISCED 3B, C","ISCED 3B, C","ISCED 3B, C",11,0.1376,-0.1108,1.0805,0.2338,United Kingdom: Wales,A small town (3 000 to about 15 000 people),Public,16.5753,1210,23,82600293,82611582,515.75482,5,1,2,1,1,0,3,1
406.45151,412.39731,414.0293,Male,Native,Language of test,Yes,Yes,Yes,Yes,No,No,0-10 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,0.2162,-0.9044,0.2789,0.4698,United Kingdom: Wales,A small town (3 000 to about 15 000 people),Public,16.5753,1210,23,82600293,82610988,410.9593733333333,4,1,2,1,1,0,3,1
547.57538,502.8186,561.31842,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,201-500 books,ISCED 5B,"ISCED 5A, 6","ISCED 5A, 6",16,2.1655,1.1563,-0.3279,-0.7046,United Kingdom: Wales,A small town (3 000 to about 15 000 people),Public,16.5753,1210,23,82600293,82606401,537.2374666666666,6,1,2,1,1,0,3,2
396.3367,370.4209,376.84149,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,ISCED 5B,ISCED 2,ISCED 5B,14,-0.2107,1.1563,0.638,1.4083,United Kingdom: Wales,A small town (3 000 to about 15 000 people),Public,16.5753,1210,23,82600293,82608404,381.19969666666674,6,1,2,1,1,0,3,2
580.79498,542.69641,577.65808,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,More than 500 books,ISCED 5B,"ISCED 5A, 6","ISCED 5A, 6",16,0.2145,1.1563,1.3049,1.4083,United Kingdom: England,A town (15 000 to about 100 000 people),Public,8.9773,395,23,82600296,82608968,567.0498233333334,6,1,3,0,1,0,0,2
394.01111,366.21091,366.05939,Female,First-Generation,Other language,Yes,Yes,Yes,No,Yes,Yes,0-10 books,"ISCED 3B, C","ISCED 3B, C","ISCED 3B, C",11,-0.831,-1.3738,-0.3696,-0.0571,United Kingdom: England,A town (15 000 to about 100 000 people),Public,8.9773,395,23,82600296,82612436,375.4271366666667,5,1,3,0,0,1,0,1
477.76779,518.05048,480.73999,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,201-500 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,0.6062,0.0321,0.0969,0.1321,United Kingdom: England,A town (15 000 to about 100 000 people),Public,8.9773,395,23,82600296,82600166,492.18608666666665,6,1,3,0,1,0,0,2
605.32599,612.4126,631.48499,Female,Native,Language of test,Yes,Yes,No,Yes,Yes,Yes,201-500 books,"ISCED 3A, ISCED 4","ISCED 5A, 6","ISCED 5A, 6",16,0.1376,-0.6134,-0.3516,-0.6527,United Kingdom: England,A town (15 000 to about 100 000 people),Public,8.9773,395,23,82600296,82603103,616.4078599999999,5,1,3,0,1,0,0,1
378.64371,328.78729,352.9743,Female,Native,Language of test,No,Yes,Yes,Yes,Yes,Yes,11-25 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,-1.2278,-0.1639,-0.4941,-0.3349,United Kingdom: England,A town (15 000 to about 100 000 people),Public,8.9773,395,23,82600296,82602938,353.4684333333334,5,1,3,0,1,0,0,1
412.51331,364.90201,363.9827,Male,Native,Language of test,No,Yes,Yes,Yes,Yes,Yes,201-500 books,"ISCED 5A, 6",ISCED 5B,"ISCED 5A, 6",16,0.2293,-0.1639,0.776,0.5598,United Kingdom: England,A town (15 000 to about 100 000 people),Public,8.9773,395,23,82600296,82611842,380.4660066666667,5,1,3,1,1,0,0,1
481.974,411.74289,463.07321,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,0-10 books,ISCED 5B,"ISCED 5A, 6","ISCED 5A, 6",16,-0.4365,1.1563,0.1728,0.4091,United Kingdom: England,A town (15 000 to about 100 000 people),Public,8.9773,395,23,82600296,82611874,452.2633666666666,6,1,3,1,1,0,0,2
480.29529,444.50549,456.8895,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,ISCED 5B,ISCED 5B,ISCED 5B,14,-0.2107,1.1563,0.4006,0.0139,United Kingdom: England,A town (15 000 to about 100 000 people),Public,8.9773,395,23,82600296,82609220,460.56342666666666,6,1,3,1,1,0,0,2
580.43829,521.2912,585.2265,Male,Native,Language of test,Yes,No,Yes,Yes,Yes,Yes,201-500 books,"ISCED 5A, 6","ISCED 3B, C","ISCED 5A, 6",16,1.0478,1.1563,0.7722,1.4662,United Kingdom: England,A town (15 000 to about 100 000 people),Public,8.9773,395,23,82600296,82608130,562.3186633333333,5,1,3,1,1,0,0,2
442.68811,368.9176,427.0322,Male,Native,Other language,Yes,Yes,No,Yes,Yes,Yes,0-10 books,ISCED 5B,ISCED 5B,ISCED 5B,14,-0.7273,-1.1023,-0.0862,-0.2618,United Kingdom: England,A town (15 000 to about 100 000 people),Public,8.9773,395,23,82600296,82603855,412.8793033333333,5,1,3,1,1,1,0,1
335.30441,364.00491,312.50229,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,0-10 books,"ISCED 3A, ISCED 4","ISCED 5A, 6","ISCED 3A, ISCED 4",12,-0.7273,-0.7218,1.1373,0.196,United Kingdom: England,A town (15 000 to about 100 000 people),Public,8.9773,395,23,82600296,82612558,337.2705366666667,6,1,3,1,1,0,0,1
555.84998,548.90472,602.37842,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,ISCED 5B,"ISCED 3B, C",ISCED 5B,14,0.0768,-0.4285,1.5749,1.3483,United Kingdom: England,A town (15 000 to about 100 000 people),Public,8.9773,395,23,82600296,82611009,569.0443733333333,6,1,3,1,1,0,0,2
423.66681,351.94879,361.1983,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,201-500 books,ISCED 5B,"ISCED 3A, ISCED 4",ISCED 5B,14,-0.522,1.1563,0.9864,0.2793,United Kingdom: England,A town (15 000 to about 100 000 people),Public,8.9773,395,23,82600296,82600297,378.9379666666667,6,1,3,1,1,0,0,2
650.17407,643.70947,664.40851,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,101-200 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,-1.2278,-0.7218,0.0326,0.9104,United Kingdom: England,A town (15 000 to about 100 000 people),Public,8.9773,395,23,82600296,82600738,652.7640166666666,6,1,3,1,1,0,0,1
482.08499,482.08209,478.30939,Male,Native,Language of test,No,Yes,Yes,Yes,Yes,Yes,26-100 books,"ISCED 3A, ISCED 4",ISCED 5B,ISCED 5B,14,-1.2573,-0.1639,-0.116,-0.1135,United Kingdom: England,A town (15 000 to about 100 000 people),Public,8.9773,395,23,82600296,82613082,480.82549,5,1,3,1,1,0,0,1
418.57959,417.43491,387.4725,Female,Native,Language of test,Yes,No,Yes,Yes,Yes,Yes,0-10 books,"ISCED 3B, C","ISCED 3B, C","ISCED 3B, C",11,-1.6287,-0.5199,-0.3309,-0.1025,United Kingdom: Wales,A city (100 000 to about 1 000 000 people),Public,12.8718,502,23,82600297,82607362,407.829,5,1,0,0,1,0,3,1
464.73709,484.7514,468.2858,Female,Native,Language of test,Yes,No,Yes,Yes,Yes,Yes,101-200 books,ISCED 5B,ISCED 5B,ISCED 5B,14,-0.5041,0.0321,-0.4106,-0.2111,United Kingdom: Wales,A city (100 000 to about 1 000 000 people),Public,12.8718,502,23,82600297,82607256,472.59142999999995,5,1,0,0,1,0,3,1
522.95587,519.7608,540.69781,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,0-10 books,ISCED 5B,ISCED 5B,ISCED 5B,14,-0.6174,-1.0418,-0.3753,-0.5184,United Kingdom: Wales,A city (100 000 to about 1 000 000 people),Public,12.8718,502,23,82600297,82607152,527.8048266666666,6,1,0,0,1,0,3,1
381.52109,410.56659,338.62961,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,0-10 books,"ISCED 3B, C","ISCED 3B, C","ISCED 3B, C",11,-0.0835,0.0321,0.8038,0.4241,United Kingdom: Wales,A city (100 000 to about 1 000 000 people),Public,12.8718,502,23,82600297,82611986,376.90576333333337,6,1,0,0,1,0,3,1
365.2872,335.85461,335.26001,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,0-10 books,"ISCED 3A, ISCED 4","ISCED 5A, 6","ISCED 5A, 6",16,-0.4504,-0.1108,0.9417,0.9104,United Kingdom: Wales,A city (100 000 to about 1 000 000 people),Public,12.8718,502,23,82600297,82611455,345.46727333333337,6,1,0,0,1,0,3,2
407.4494,403.38739,392.2207,Female,Native,Language of test,Yes,Yes,No,Yes,Yes,Yes,11-25 books,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,-0.2031,-0.6134,0.3033,0.4461,United Kingdom: Wales,A city (100 000 to about 1 000 000 people),Public,12.8718,502,23,82600297,82605868,401.0191633333334,5,1,0,0,1,0,3,1
460.5025,487.1113,443.78241,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,0-10 books,"ISCED 3B, C","ISCED 3B, C","ISCED 3B, C",11,-0.7273,-0.5199,-0.7584,-1.0819,United Kingdom: Wales,A city (100 000 to about 1 000 000 people),Public,12.8718,502,23,82600297,82604122,463.7987366666667,6,1,0,0,1,0,3,1
467.93869,435.52029,437.68741,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,0-10 books,"ISCED 3B, C","ISCED 3B, C","ISCED 3B, C",11,-1.6287,0.0321,-0.116,-0.1135,United Kingdom: Wales,A city (100 000 to about 1 000 000 people),Public,12.8718,502,23,82600297,82605462,447.04879666666665,6,1,0,0,1,0,3,1
399.06219,467.7832,447.1745,Female,Native,Language of test,No,Yes,Yes,No,Yes,Yes,0-10 books,ISCED 2,ISCED 5B,ISCED 5B,14,-1.6287,-1.9024,-1.4097,-1.567,United Kingdom: Wales,A city (100 000 to about 1 000 000 people),Public,12.8718,502,23,82600297,82606347,438.00663000000003,4,1,0,0,1,0,3,1
484.48691,454.94601,422.26749,Male,Native,Language of test,No,Yes,No,Yes,Yes,Yes,0-10 books,ISCED 2,"ISCED 3B, C","ISCED 3B, C",11,-1.6287,-1.1264,-0.1343,0.1321,United Kingdom: Wales,A city (100 000 to about 1 000 000 people),Public,12.8718,502,23,82600297,82600570,453.90013666666664,4,1,0,1,1,0,3,1
484.3381,435.62851,441.2001,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,0-10 books,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,-0.7273,-0.7218,0.5419,-0.0571,United Kingdom: Wales,A city (100 000 to about 1 000 000 people),Public,12.8718,502,23,82600297,82611625,453.7222366666667,6,1,0,1,1,0,3,1
532.88898,521.08978,575.51581,Male,Native,Language of test,Yes,No,No,Yes,Yes,Yes,11-25 books,"ISCED 5A, 6",ISCED 2,"ISCED 5A, 6",16,0.2834,-1.3651,0.4867,0.4752,United Kingdom: Wales,A city (100 000 to about 1 000 000 people),Public,12.8718,502,23,82600297,82601249,543.1648566666667,4,1,0,1,1,0,3,1
525.7085,528.55072,525.24982,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,"ISCED 5A, 6","ISCED 3B, C","ISCED 5A, 6",16,-0.8341,-0.7218,0.0002,0.1832,United Kingdom: Wales,A city (100 000 to about 1 000 000 people),Public,12.8718,502,23,82600297,82605255,526.5030133333333,6,1,0,1,1,0,3,1
477.86041,469.78159,496.25491,Male,Native,Language of test,No,Yes,Yes,Yes,Yes,No,0-10 books,ISCED 5B,ISCED 5B,ISCED 5B,14,-1.6287,-1.746,-0.5531,-0.7882,United Kingdom: Wales,A city (100 000 to about 1 000 000 people),Public,12.8718,502,23,82600297,82606839,481.29897,4,1,0,1,1,0,3,1
367.776,456.38031,387.30161,Female,First-Generation,Other language,Yes,No,No,Yes,Yes,Yes,26-100 books,"ISCED 3B, C",ISCED 2,"ISCED 3B, C",11,-0.831,-1.1023,0.9255,0.196,United Kingdom: England,A large city (with over 1 000 000 people),Public,10.3438,1324,18,82600300,82612955,403.8193066666667,4,1,1,0,0,1,0,1
431.62869,455.50311,504.14371,Female,Native,Language of test,Yes,No,No,Yes,Yes,Yes,0-10 books,"ISCED 3B, C","ISCED 5A, 6","ISCED 5A, 6",16,-1.2278,-1.0272,-0.6382,-0.5305,United Kingdom: England,A large city (with over 1 000 000 people),Public,10.3438,1324,18,82600300,82608218,463.7585033333333,4,1,1,0,1,0,0,1
299.32101,443.75821,355.95319,Female,Second-Generation,Language of test,Yes,No,Yes,Yes,Yes,Yes,11-25 books,"ISCED 3A, ISCED 4","ISCED 5A, 6","ISCED 5A, 6",16,0.4793,-0.7218,1.1763,0.9104,United Kingdom: England,A large city (with over 1 000 000 people),Public,10.3438,1324,18,82600300,82610639,366.34413666666666,5,1,1,0,2,0,0,2
254.9514,349.01559,334.06281,Female,Second-Generation,Language of test,No,No,Yes,Yes,Yes,Yes,11-25 books,ISCED 2,ISCED 2,ISCED 2,10,-1.6287,-1.0668,-0.3602,-0.1135,United Kingdom: England,A large city (with over 1 000 000 people),Public,10.3438,1324,18,82600300,82606662,312.6766,4,1,1,0,2,0,0,1
478.53079,527.38177,552.88177,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,0-10 books,"ISCED 3B, C","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,-1.2278,0.0321,0.1829,0.2793,United Kingdom: England,A large city (with over 1 000 000 people),Public,10.3438,1324,18,82600300,82612620,519.59811,6,1,1,0,1,0,0,1
459.26611,505.10071,466.23859,Female,Native,Language of test,No,No,Yes,Yes,Yes,Yes,11-25 books,ISCED 2,"ISCED 5A, 6",ISCED 2,10,-1.6287,-0.7541,-0.1355,-0.1025,United Kingdom: England,A large city (with over 1 000 000 people),Public,10.3438,1324,18,82600300,82603772,476.86846999999995,4,1,1,0,1,0,0,1
442.4227,460.43719,508.33441,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,101-200 books,ISCED 5B,"ISCED 3A, ISCED 4",ISCED 5B,14,0.1376,1.1563,0.1825,-0.3349,United Kingdom: England,A large city (with over 1 000 000 people),Public,10.3438,1324,18,82600300,82612182,470.39809999999994,6,1,1,1,1,0,0,2
425.569,510.14999,495.92029,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,0-10 books,ISCED 2,"ISCED 5A, 6","ISCED 5A, 6",16,-0.7273,1.1563,0.7158,0.6454,United Kingdom: England,A large city (with over 1 000 000 people),Public,10.3438,1324,18,82600300,82607741,477.21309333333335,6,1,1,1,1,0,0,2
567.85339,591.56158,636.19153,Male,Native,Language of test,Yes,Yes,No,Yes,Yes,Yes,26-100 books,"ISCED 3B, C","ISCED 5A, 6","ISCED 5A, 6",16,-1.6287,-0.6134,0.4674,0.825,United Kingdom: England,A large city (with over 1 000 000 people),Public,10.3438,1324,18,82600300,82607795,598.5355,5,1,1,1,1,0,0,1
408.26941,333.40579,407.78931,Male,First-Generation,Language of test,No,No,Yes,Yes,Yes,Yes,11-25 books,"ISCED 3B, C","ISCED 3B, C","ISCED 3B, C",11,-0.5975,-0.7541,0.4379,0.4848,United Kingdom: England,A large city (with over 1 000 000 people),Public,10.3438,1324,18,82600300,82611703,383.15483666666665,4,1,1,1,0,0,0,1
327.6727,381.80081,353.39511,Male,First-Generation,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,11-25 books,ISCED 2,"ISCED 5A, 6","ISCED 5A, 6",16,0.4793,1.1563,-0.5125,-0.5776,United Kingdom: England,A large city (with over 1 000 000 people),Public,10.3438,1324,18,82600300,82609653,354.28954,6,1,1,1,0,0,0,2
493.37109,559.30933,538.36591,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,101-200 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,2.1655,1.1563,0.3847,1.4662,United Kingdom: England,A large city (with over 1 000 000 people),Public,10.3438,1324,18,82600300,82602839,530.3487766666667,6,1,1,1,1,0,0,2
385.056,389.6478,384.74689,Male,Second-Generation,Other language,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,"ISCED 3B, C","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,0.3744,1.1563,0.6322,0.7936,United Kingdom: England,A large city (with over 1 000 000 people),Public,10.3438,1324,18,82600300,82607277,386.4835633333334,6,1,1,1,2,1,0,2
500.18481,407.19849,482.495,Male,First-Generation,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,0-10 books,"ISCED 3A, ISCED 4","ISCED 3B, C","ISCED 3A, ISCED 4",12,0.0058,1.1563,0.4314,1.4083,United Kingdom: England,A large city (with over 1 000 000 people),Public,10.3438,1324,18,82600300,82600454,463.29276666666664,6,1,1,1,0,0,0,2
401.30469,437.7131,445.49341,Male,Second-Generation,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,ISCED 5B,"ISCED 5A, 6","ISCED 5A, 6",16,0.1919,1.1563,0.6132,1.0751,United Kingdom: England,A large city (with over 1 000 000 people),Public,10.3438,1324,18,82600300,82608743,428.1704,6,1,1,1,2,0,0,2
521.03448,515.57568,533.3808,Male,Second-Generation,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,0-10 books,ISCED 2,"ISCED 3B, C","ISCED 3B, C",11,-1.6287,1.1563,-0.0635,-0.1135,United Kingdom: England,A large city (with over 1 000 000 people),Public,10.3438,1324,18,82600300,82612131,523.33032,6,1,1,1,2,0,0,1
417.95169,447.17889,440.3002,Male,Second-Generation,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,0-10 books,ISCED 1,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,-0.831,-0.7218,0.9066,0.9104,United Kingdom: England,A large city (with over 1 000 000 people),Public,10.3438,1324,18,82600300,82612882,435.1435933333334,6,1,1,1,2,0,0,1
624.15198,616.80212,646.87201,Male,Second-Generation,Other language,Yes,Yes,Yes,Yes,Yes,Yes,0-10 books,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,-0.9969,0.0321,-0.5412,-0.3461,United Kingdom: England,A large city (with over 1 000 000 people),Public,10.3438,1324,18,82600300,82609383,629.27537,6,1,1,1,2,1,0,1
328.22491,385.8595,377.64389,Male,Second-Generation,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,0-10 books,ISCED 1,ISCED 1,ISCED 1,7,-0.6174,1.1563,0.3701,0.1321,United Kingdom: England,A large city (with over 1 000 000 people),Public,10.3438,1324,18,82600300,82603608,363.9094333333333,6,1,1,1,2,0,0,1
680.64697,687.38818,745.55017,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,201-500 books,ISCED 5B,"ISCED 5A, 6","ISCED 5A, 6",16,0.3005,0.0321,0.206,0.597,United Kingdom: England,A small town (3 000 to about 15 000 people),Public,17.6986,1292,28,82600302,82612403,704.52844,6,1,2,0,1,0,0,2
533.25983,535.78693,591.9751,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,201-500 books,ISCED 5B,"ISCED 3A, ISCED 4",ISCED 5B,14,0.1919,1.1563,0.9568,0.6155,United Kingdom: England,A small town (3 000 to about 15 000 people),Public,17.6986,1292,28,82600302,82611786,553.6739533333333,6,1,2,0,1,0,0,2
556.1142,553.13507,585.88202,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,201-500 books,"ISCED 3A, ISCED 4",ISCED 5B,ISCED 5B,14,1.0478,1.1563,1.7171,1.4083,United Kingdom: England,A small town (3 000 to about 15 000 people),Public,17.6986,1292,28,82600302,82610328,565.0437633333333,6,1,2,0,1,0,0,2
463.48911,539.8493,529.91119,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,101-200 books,ISCED 5B,ISCED 5B,ISCED 5B,14,-0.0652,0.0321,1.486,3.4968,United Kingdom: England,A small town (3 000 to about 15 000 people),Public,17.6986,1292,28,82600302,82601407,511.08320000000003,6,1,2,0,1,0,0,2
591.80652,636.06293,672.75372,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,"ISCED 3A, ISCED 4","ISCED 5A, 6","ISCED 5A, 6",16,0.1508,0.0321,1.9969,1.9538,United Kingdom: England,A small town (3 000 to about 15 000 people),Public,17.6986,1292,28,82600302,82603686,633.5410566666668,6,1,2,0,1,0,0,2
547.4361,579.79468,627.49628,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,More than 500 books,"ISCED 5A, 6","ISCED 3B, C","ISCED 5A, 6",16,1.0478,1.1563,2.2812,1.4083,United Kingdom: England,A small town (3 000 to about 15 000 people),Public,17.6986,1292,28,82600302,82604290,584.9090199999999,6,1,2,0,1,0,0,2
