math_score,read_score,scie_score,gender,immig,homelang,desk,room,quietplace,homecomputer,homeinternet,books,booksqty,misced,fisced,hisced,pared,cultposs,hedres,wealth,ictres,schlregion,schllocation,schltype,stratio,schsize,clsize,schid,stuid
474.66931,519.38507,501.33051,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,101-200 books,ISCED 5B,ISCED 5B,ISCED 5B,14,-.0514,-.5199,.9066,1.4083,United Kingdom: Wales,A small town (3 000 to about 15 000 people),Public,16.5753,1210,23,82600293,82608040
473.65439,470.4603,462.05179,Female,Native,Language of test,Yes,Yes,No,Yes,Yes,No,201-500 books,"ISCED 5A, 6",ISCED 2,"ISCED 5A, 6",16,-.2818,-1.2457,.0323,1.0751,United Kingdom: Wales,A small town (3 000 to about 15 000 people),Public,16.5753,1210,23,82600293,82606296
626.80908,648.89691,714.17908,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,201-500 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,2.1655,-.1108,-.8463000000000001,.0614,United Kingdom: Wales,A small town (3 000 to about 15 000 people),Public,16.5753,1210,23,82600293,82603693
616.33331,574.63519,652.99591,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,201-500 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,-.7039,-.7218,-.3842,-.889,United Kingdom: Wales,A small town (3 000 to about 15 000 people),Public,16.5753,1210,23,82600293,82611505
509.13181,543.83698,529.27649,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,ISCED 5B,"ISCED 3B, C",ISCED 5B,14,1.0478,.0321,-.0896,-.1937,United Kingdom: Wales,A small town (3 000 to about 15 000 people),Public,16.5753,1210,23,82600293,82613282
566.33649,620.43262,608.95001,Female,Second-Generation,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,201-500 books,"ISCED 3A, ISCED 4","ISCED 5A, 6","ISCED 5A, 6",16,.5024999999999999,.0321,.1728,.4091,United Kingdom: Wales,A small town (3 000 to about 15 000 people),Public,16.5753,1210,23,82600293,82602664
629.56989,679.0105,667.37097,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,201-500 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,2.1655,1.1563,-1.3032,-.4276,United Kingdom: Wales,A small town (3 000 to about 15 000 people),Public,16.5753,1210,23,82600293,82603026
441.05551,429.39081,401.20209,Female,Native,Other language,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,-.2614,.0321,1.9969,1.9538,United Kingdom: Wales,A small town (3 000 to about 15 000 people),Public,16.5753,1210,23,82600293,82607359
446.8714,444.87701,441.05069,Female,First-Generation,Other language,Yes,Yes,Yes,Yes,Yes,No,11-25 books,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,-.9969,-1.0509,-.2312,-.2903,United Kingdom: Wales,A small town (3 000 to about 15 000 people),Public,16.5753,1210,23,82600293,82610868
543.94843,557.85199,571.53949,Male,Second-Generation,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,101-200 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,1.0478,1.1563,-.7437,.1195,United Kingdom: Wales,A small town (3 000 to about 15 000 people),Public,16.5753,1210,23,82600293,82606078
591.62347,574.8559,596.2533,Male,Native,Language of test,No,Yes,Yes,Yes,Yes,No,26-100 books,"ISCED 5A, 6",ISCED 2,"ISCED 5A, 6",16,-.9969,-1.4682,-1.1227,-1.0838,United Kingdom: Wales,A small town (3 000 to about 15 000 people),Public,16.5753,1210,23,82600293,82604412
621.37042,619.87469,651.86121,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,-.4365,.0321,-.0969,.4091,United Kingdom: Wales,A small town (3 000 to about 15 000 people),Public,16.5753,1210,23,82600293,82608521
416.69339,338.55261,395.2959,Male,First-Generation,Language of test,No,Yes,Yes,Yes,Yes,No,0-10 books,"ISCED 3A, ISCED 4","ISCED 5A, 6","ISCED 5A, 6",16,-1.6287,-1.746,.4202,.2169,United Kingdom: Wales,A small town (3 000 to about 15 000 people),Public,16.5753,1210,23,82600293,82600542
438.42371,415.29471,455.60172,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,No,11-25 books,ISCED 5B,ISCED 5B,ISCED 5B,14,.2834,.1927,.089,.2793,United Kingdom: Wales,A small town (3 000 to about 15 000 people),Public,16.5753,1210,23,82600293,82610161
531.40149,500.41629,515.94202,Male,Native,Language of test,Yes,Yes,No,Yes,Yes,Yes,26-100 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,.2737,-.6133999999999999,-.5247000000000001,-.5478,United Kingdom: Wales,A small town (3 000 to about 15 000 people),Public,16.5753,1210,23,82600293,82611888
503.6929,499.63809,543.93347,Male,Native,Language of test,Yes,Yes,Yes,Yes,No,Yes,11-25 books,"ISCED 3B, C","ISCED 3B, C","ISCED 3B, C",11,.1376,-.1108,1.0805,.2338,United Kingdom: Wales,A small town (3 000 to about 15 000 people),Public,16.5753,1210,23,82600293,82611582
406.45151,412.39731,414.0293,Male,Native,Language of test,Yes,Yes,Yes,Yes,No,No,0-10 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,.2162,-.9044,.2789,.4698,United Kingdom: Wales,A small town (3 000 to about 15 000 people),Public,16.5753,1210,23,82600293,82610988
547.57538,502.8186,561.31842,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,201-500 books,ISCED 5B,"ISCED 5A, 6","ISCED 5A, 6",16,2.1655,1.1563,-.3279,-.7046,United Kingdom: Wales,A small town (3 000 to about 15 000 people),Public,16.5753,1210,23,82600293,82606401
396.3367,370.4209,376.84149,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,ISCED 5B,ISCED 2,ISCED 5B,14,-.2107,1.1563,.638,1.4083,United Kingdom: Wales,A small town (3 000 to about 15 000 people),Public,16.5753,1210,23,82600293,82608404
580.79498,542.69641,577.65808,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,More than 500 books,ISCED 5B,"ISCED 5A, 6","ISCED 5A, 6",16,.2145,1.1563,1.3049,1.4083,United Kingdom: England,A town (15 000 to about 100 000 people),Public,8.9773,395,23,82600296,82608968
394.01111,366.21091,366.05939,Female,First-Generation,Other language,Yes,Yes,Yes,No,Yes,Yes,0-10 books,"ISCED 3B, C","ISCED 3B, C","ISCED 3B, C",11,-.831,-1.3738,-.3696,-.0571,United Kingdom: England,A town (15 000 to about 100 000 people),Public,8.9773,395,23,82600296,82612436
477.76779,518.05048,480.73999,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,201-500 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,.6062,.0321,.0969,.1321,United Kingdom: England,A town (15 000 to about 100 000 people),Public,8.9773,395,23,82600296,82600166
605.32599,612.4126,631.48499,Female,Native,Language of test,Yes,Yes,No,Yes,Yes,Yes,201-500 books,"ISCED 3A, ISCED 4","ISCED 5A, 6","ISCED 5A, 6",16,.1376,-.6133999999999999,-.3516,-.6526999999999999,United Kingdom: England,A town (15 000 to about 100 000 people),Public,8.9773,395,23,82600296,82603103
378.64371,328.78729,352.9743,Female,Native,Language of test,No,Yes,Yes,Yes,Yes,Yes,11-25 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,-1.2278,-.1639,-.4941,-.3349,United Kingdom: England,A town (15 000 to about 100 000 people),Public,8.9773,395,23,82600296,82602938
412.51331,364.90201,363.9827,Male,Native,Language of test,No,Yes,Yes,Yes,Yes,Yes,201-500 books,"ISCED 5A, 6",ISCED 5B,"ISCED 5A, 6",16,.2293,-.1639,.776,.5598,United Kingdom: England,A town (15 000 to about 100 000 people),Public,8.9773,395,23,82600296,82611842
481.974,411.74289,463.07321,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,0-10 books,ISCED 5B,"ISCED 5A, 6","ISCED 5A, 6",16,-.4365,1.1563,.1728,.4091,United Kingdom: England,A town (15 000 to about 100 000 people),Public,8.9773,395,23,82600296,82611874
480.29529,444.50549,456.8895,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,ISCED 5B,ISCED 5B,ISCED 5B,14,-.2107,1.1563,.4006,.0139,United Kingdom: England,A town (15 000 to about 100 000 people),Public,8.9773,395,23,82600296,82609220
580.43829,521.2912,585.2265,Male,Native,Language of test,Yes,No,Yes,Yes,Yes,Yes,201-500 books,"ISCED 5A, 6","ISCED 3B, C","ISCED 5A, 6",16,1.0478,1.1563,.7722,1.4662,United Kingdom: England,A town (15 000 to about 100 000 people),Public,8.9773,395,23,82600296,82608130
442.68811,368.9176,427.0322,Male,Native,Other language,Yes,Yes,No,Yes,Yes,Yes,0-10 books,ISCED 5B,ISCED 5B,ISCED 5B,14,-.7272999999999999,-1.1023,-.0862,-.2618,United Kingdom: England,A town (15 000 to about 100 000 people),Public,8.9773,395,23,82600296,82603855
335.30441,364.00491,312.50229,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,0-10 books,"ISCED 3A, ISCED 4",None,"ISCED 3A, ISCED 4",12,-.7272999999999999,-.7218,1.1373,.196,United Kingdom: England,A town (15 000 to about 100 000 people),Public,8.9773,395,23,82600296,82612558
555.84998,548.90472,602.37842,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,ISCED 5B,"ISCED 3B, C",ISCED 5B,14,.0768,-.4285,1.5749,1.3483,United Kingdom: England,A town (15 000 to about 100 000 people),Public,8.9773,395,23,82600296,82611009
423.66681,351.94879,361.1983,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,201-500 books,ISCED 5B,"ISCED 3A, ISCED 4",ISCED 5B,14,-.522,1.1563,.9864000000000001,.2793,United Kingdom: England,A town (15 000 to about 100 000 people),Public,8.9773,395,23,82600296,82600297
650.17407,643.70947,664.40851,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,101-200 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,-1.2278,-.7218,.0326,.9104,United Kingdom: England,A town (15 000 to about 100 000 people),Public,8.9773,395,23,82600296,82600738
482.08499,482.08209,478.30939,Male,Native,Language of test,No,Yes,Yes,Yes,Yes,Yes,26-100 books,"ISCED 3A, ISCED 4",ISCED 5B,ISCED 5B,14,-1.2573,-.1639,-.116,-.1135,United Kingdom: England,A town (15 000 to about 100 000 people),Public,8.9773,395,23,82600296,82613082
418.57959,417.43491,387.4725,Female,Native,Language of test,Yes,No,Yes,Yes,Yes,Yes,0-10 books,"ISCED 3B, C","ISCED 3B, C","ISCED 3B, C",11,-1.6287,-.5199,-.3309,-.1025,United Kingdom: Wales,A city (100 000 to about 1 000 000 people),Public,12.8718,502,23,82600297,82607362
464.73709,484.7514,468.2858,Female,Native,Language of test,Yes,No,Yes,Yes,Yes,Yes,101-200 books,ISCED 5B,ISCED 5B,ISCED 5B,14,-.5041,.0321,-.4106,-.2111,United Kingdom: Wales,A city (100 000 to about 1 000 000 people),Public,12.8718,502,23,82600297,82607256
522.95587,519.7608,540.69781,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,0-10 books,ISCED 5B,ISCED 5B,ISCED 5B,14,-.6173999999999999,-1.0418,-.3753,-.5184,United Kingdom: Wales,A city (100 000 to about 1 000 000 people),Public,12.8718,502,23,82600297,82607152
381.52109,410.56659,338.62961,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,0-10 books,"ISCED 3B, C","ISCED 3B, C","ISCED 3B, C",11,-.0835,.0321,.8038,.4241,United Kingdom: Wales,A city (100 000 to about 1 000 000 people),Public,12.8718,502,23,82600297,82611986
365.2872,335.85461,335.26001,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,0-10 books,"ISCED 3A, ISCED 4","ISCED 5A, 6","ISCED 5A, 6",16,-.4504,-.1108,.9417,.9104,United Kingdom: Wales,A city (100 000 to about 1 000 000 people),Public,12.8718,502,23,82600297,82611455
407.4494,403.38739,392.2207,Female,Native,Language of test,Yes,Yes,No,Yes,Yes,Yes,11-25 books,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,-.2031,-.6133999999999999,.3033,.4461,United Kingdom: Wales,A city (100 000 to about 1 000 000 people),Public,12.8718,502,23,82600297,82605868
460.5025,487.1113,443.78241,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,0-10 books,"ISCED 3B, C","ISCED 3B, C","ISCED 3B, C",11,-.7272999999999999,-.5199,-.7584,-1.0819,United Kingdom: Wales,A city (100 000 to about 1 000 000 people),Public,12.8718,502,23,82600297,82604122
467.93869,435.52029,437.68741,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,0-10 books,"ISCED 3B, C","ISCED 3B, C","ISCED 3B, C",11,-1.6287,.0321,-.116,-.1135,United Kingdom: Wales,A city (100 000 to about 1 000 000 people),Public,12.8718,502,23,82600297,82605462
399.06219,467.7832,447.1745,Female,Native,Language of test,No,Yes,Yes,No,Yes,Yes,0-10 books,ISCED 2,ISCED 5B,ISCED 5B,14,-1.6287,-1.9024,-1.4097,-1.567,United Kingdom: Wales,A city (100 000 to about 1 000 000 people),Public,12.8718,502,23,82600297,82606347
484.48691,454.94601,422.26749,Male,Native,Language of test,No,Yes,No,Yes,Yes,Yes,0-10 books,ISCED 2,"ISCED 3B, C","ISCED 3B, C",11,-1.6287,-1.1264,-.1343,.1321,United Kingdom: Wales,A city (100 000 to about 1 000 000 people),Public,12.8718,502,23,82600297,82600570
484.3381,435.62851,441.2001,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,0-10 books,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,-.7272999999999999,-.7218,.5419,-.0571,United Kingdom: Wales,A city (100 000 to about 1 000 000 people),Public,12.8718,502,23,82600297,82611625
532.88898,521.08978,575.51581,Male,Native,Language of test,Yes,No,No,Yes,Yes,Yes,11-25 books,"ISCED 5A, 6",ISCED 2,"ISCED 5A, 6",16,.2834,-1.3651,.4867,.4752,United Kingdom: Wales,A city (100 000 to about 1 000 000 people),Public,12.8718,502,23,82600297,82601249
525.7085,528.55072,525.24982,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,"ISCED 5A, 6","ISCED 3B, C","ISCED 5A, 6",16,-.8341,-.7218,.0002,.1832,United Kingdom: Wales,A city (100 000 to about 1 000 000 people),Public,12.8718,502,23,82600297,82605255
477.86041,469.78159,496.25491,Male,Native,Language of test,No,Yes,Yes,Yes,Yes,No,0-10 books,ISCED 5B,ISCED 5B,ISCED 5B,14,-1.6287,-1.746,-.5531,-.7882,United Kingdom: Wales,A city (100 000 to about 1 000 000 people),Public,12.8718,502,23,82600297,82606839
367.776,456.38031,387.30161,Female,First-Generation,Other language,Yes,No,No,Yes,Yes,Yes,26-100 books,"ISCED 3B, C",ISCED 2,"ISCED 3B, C",11,-.831,-1.1023,.9255,.196,United Kingdom: England,A large city (with over 1 000 000 people),Public,10.3438,1324,18,82600300,82612955
431.62869,455.50311,504.14371,Female,Native,Language of test,Yes,No,No,Yes,Yes,Yes,0-10 books,"ISCED 3B, C","ISCED 5A, 6","ISCED 5A, 6",16,-1.2278,-1.0272,-.6382,-.5305,United Kingdom: England,A large city (with over 1 000 000 people),Public,10.3438,1324,18,82600300,82608218
299.32101,443.75821,355.95319,Female,Second-Generation,Language of test,Yes,No,Yes,Yes,Yes,Yes,11-25 books,"ISCED 3A, ISCED 4","ISCED 5A, 6","ISCED 5A, 6",16,.4793,-.7218,1.1763,.9104,United Kingdom: England,A large city (with over 1 000 000 people),Public,10.3438,1324,18,82600300,82610639
254.9514,349.01559,334.06281,Female,Second-Generation,Language of test,No,No,Yes,Yes,Yes,Yes,11-25 books,ISCED 2,ISCED 2,ISCED 2,10,-1.6287,-1.0668,-.3602,-.1135,United Kingdom: England,A large city (with over 1 000 000 people),Public,10.3438,1324,18,82600300,82606662
478.53079,527.38177,552.88177,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,0-10 books,"ISCED 3B, C","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,-1.2278,.0321,.1829,.2793,United Kingdom: England,A large city (with over 1 000 000 people),Public,10.3438,1324,18,82600300,82612620
459.26611,505.10071,466.23859,Female,Native,Language of test,No,No,Yes,Yes,Yes,Yes,11-25 books,ISCED 2,None,ISCED 2,10,-1.6287,-.7541,-.1355,-.1025,United Kingdom: England,A large city (with over 1 000 000 people),Public,10.3438,1324,18,82600300,82603772
442.4227,460.43719,508.33441,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,101-200 books,ISCED 5B,"ISCED 3A, ISCED 4",ISCED 5B,14,.1376,1.1563,.1825,-.3349,United Kingdom: England,A large city (with over 1 000 000 people),Public,10.3438,1324,18,82600300,82612182
425.569,510.14999,495.92029,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,0-10 books,ISCED 2,"ISCED 5A, 6","ISCED 5A, 6",16,-.7272999999999999,1.1563,.7158,.6454,United Kingdom: England,A large city (with over 1 000 000 people),Public,10.3438,1324,18,82600300,82607741
567.85339,591.56158,636.19153,Male,Native,Language of test,Yes,Yes,No,Yes,Yes,Yes,26-100 books,"ISCED 3B, C","ISCED 5A, 6","ISCED 5A, 6",16,-1.6287,-.6133999999999999,.4674,.825,United Kingdom: England,A large city (with over 1 000 000 people),Public,10.3438,1324,18,82600300,82607795
408.26941,333.40579,407.78931,Male,First-Generation,Language of test,No,No,Yes,Yes,Yes,Yes,11-25 books,"ISCED 3B, C","ISCED 3B, C","ISCED 3B, C",11,-.5975,-.7541,.4379,.4848,United Kingdom: England,A large city (with over 1 000 000 people),Public,10.3438,1324,18,82600300,82611703
327.6727,381.80081,353.39511,Male,First-Generation,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,11-25 books,ISCED 2,"ISCED 5A, 6","ISCED 5A, 6",16,.4793,1.1563,-.5125,-.5776,United Kingdom: England,A large city (with over 1 000 000 people),Public,10.3438,1324,18,82600300,82609653
493.37109,559.30933,538.36591,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,101-200 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,2.1655,1.1563,.3847,1.4662,United Kingdom: England,A large city (with over 1 000 000 people),Public,10.3438,1324,18,82600300,82602839
385.056,389.6478,384.74689,Male,Second-Generation,Other language,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,"ISCED 3B, C","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,.3744,1.1563,.6322,.7936,United Kingdom: England,A large city (with over 1 000 000 people),Public,10.3438,1324,18,82600300,82607277
500.18481,407.19849,482.495,Male,First-Generation,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,0-10 books,"ISCED 3A, ISCED 4","ISCED 3B, C","ISCED 3A, ISCED 4",12,.0058,1.1563,.4314,1.4083,United Kingdom: England,A large city (with over 1 000 000 people),Public,10.3438,1324,18,82600300,82600454
401.30469,437.7131,445.49341,Male,Second-Generation,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,ISCED 5B,"ISCED 5A, 6","ISCED 5A, 6",16,.1919,1.1563,.6132,1.0751,United Kingdom: England,A large city (with over 1 000 000 people),Public,10.3438,1324,18,82600300,82608743
521.03448,515.57568,533.3808,Male,Second-Generation,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,0-10 books,ISCED 2,"ISCED 3B, C","ISCED 3B, C",11,-1.6287,1.1563,-.0635,-.1135,United Kingdom: England,A large city (with over 1 000 000 people),Public,10.3438,1324,18,82600300,82612131
417.95169,447.17889,440.3002,Male,Second-Generation,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,0-10 books,ISCED 1,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,-.831,-.7218,.9066,.9104,United Kingdom: England,A large city (with over 1 000 000 people),Public,10.3438,1324,18,82600300,82612882
624.15198,616.80212,646.87201,Male,Second-Generation,Other language,Yes,Yes,Yes,Yes,Yes,Yes,0-10 books,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,-.9969,.0321,-.5412,-.3461,United Kingdom: England,A large city (with over 1 000 000 people),Public,10.3438,1324,18,82600300,82609383
328.22491,385.8595,377.64389,Male,Second-Generation,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,0-10 books,ISCED 1,ISCED 1,ISCED 1,7,-.6173999999999999,1.1563,.3701,.1321,United Kingdom: England,A large city (with over 1 000 000 people),Public,10.3438,1324,18,82600300,82603608
680.64697,687.38818,745.55017,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,201-500 books,ISCED 5B,"ISCED 5A, 6","ISCED 5A, 6",16,.3005,.0321,.206,.597,United Kingdom: England,A small town (3 000 to about 15 000 people),Public,17.6986,1292,28,82600302,82612403
533.25983,535.78693,591.9751,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,201-500 books,ISCED 5B,"ISCED 3A, ISCED 4",ISCED 5B,14,.1919,1.1563,.9568,.6155,United Kingdom: England,A small town (3 000 to about 15 000 people),Public,17.6986,1292,28,82600302,82611786
556.1142,553.13507,585.88202,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,201-500 books,"ISCED 3A, ISCED 4",ISCED 5B,ISCED 5B,14,1.0478,1.1563,1.7171,1.4083,United Kingdom: England,A small town (3 000 to about 15 000 people),Public,17.6986,1292,28,82600302,82610328
463.48911,539.8493,529.91119,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,101-200 books,ISCED 5B,ISCED 5B,ISCED 5B,14,-.0652,.0321,1.486,3.4968,United Kingdom: England,A small town (3 000 to about 15 000 people),Public,17.6986,1292,28,82600302,82601407
591.80652,636.06293,672.75372,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,"ISCED 3A, ISCED 4","ISCED 5A, 6","ISCED 5A, 6",16,.1508,.0321,1.9969,1.9538,United Kingdom: England,A small town (3 000 to about 15 000 people),Public,17.6986,1292,28,82600302,82603686
547.4361,579.79468,627.49628,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,More than 500 books,"ISCED 5A, 6","ISCED 3B, C","ISCED 5A, 6",16,1.0478,1.1563,2.2812,1.4083,United Kingdom: England,A small town (3 000 to about 15 000 people),Public,17.6986,1292,28,82600302,82604290
510.7377,566.9306,587.48218,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,101-200 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,-.2614,.0321,.89,1.1527,United Kingdom: England,A small town (3 000 to about 15 000 people),Public,17.6986,1292,28,82600302,82612161
533.51459,575.26758,579.50861,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,101-200 books,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,.0045,1.1563,1.6162,1.0751,United Kingdom: England,A small town (3 000 to about 15 000 people),Public,17.6986,1292,28,82600302,82607156
574.0791,547.9071,589.11853,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,ISCED 5B,"ISCED 3B, C",ISCED 5B,14,-.2107,1.1563,1.9738,3.4968,United Kingdom: England,A small town (3 000 to about 15 000 people),Public,17.6986,1292,28,82600302,82611736
595.4762,692.91229,710.76678,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,201-500 books,"ISCED 3B, C","ISCED 3B, C","ISCED 3B, C",11,2.1655,1.1563,1.0988,1.9538,United Kingdom: England,A small town (3 000 to about 15 000 people),Public,17.6986,1292,28,82600302,82600877
637.92438,713.49402,706.1908,Female,First-Generation,Other language,Yes,Yes,Yes,Yes,Yes,Yes,11-25 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,-1.2278,.0321,-1.157,-.3461,United Kingdom: England,A small town (3 000 to about 15 000 people),Public,17.6986,1292,28,82600302,82600789
591.79279,741.90179,735.77441,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,More than 500 books,ISCED 5B,"ISCED 5A, 6","ISCED 5A, 6",16,2.1655,1.1563,1.6855,2.618,United Kingdom: England,A small town (3 000 to about 15 000 people),Public,17.6986,1292,28,82600302,82610814
571.35577,546.08362,605.13483,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,101-200 books,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,1.0478,.0321,1.1304,1.0751,United Kingdom: England,A small town (3 000 to about 15 000 people),Public,17.6986,1292,28,82600302,82602051
629.9743,662.1001,632.55042,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,201-500 books,ISCED 5B,"ISCED 5A, 6","ISCED 5A, 6",16,2.1655,1.1563,.4125,.825,United Kingdom: England,A small town (3 000 to about 15 000 people),Public,17.6986,1292,28,82600302,82606034
609.76892,670.79633,675.4834,Female,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,More than 500 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,2.1655,1.1563,.7725,1.0751,United Kingdom: England,A small town (3 000 to about 15 000 people),Public,17.6986,1292,28,82600302,82612319
575.8468,494.7301,579.79321,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,11-25 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,-.4113,-.1108,1.4643,1.232,United Kingdom: England,A small town (3 000 to about 15 000 people),Public,17.6986,1292,28,82600302,82606796
641.81921,673.05182,705.28992,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,ISCED 5B,"ISCED 3A, ISCED 4",ISCED 5B,14,.1157,-.1108,.3279,-.2903,United Kingdom: England,A small town (3 000 to about 15 000 people),Public,17.6986,1292,28,82600302,82612775
567.61542,485.89471,602.27209,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,201-500 books,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,.2293,1.1563,1.2535,.7936,United Kingdom: England,A small town (3 000 to about 15 000 people),Public,17.6986,1292,28,82600302,82600630
534.08752,517.64349,569.80518,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,No,26-100 books,"ISCED 5A, 6","ISCED 3B, C","ISCED 5A, 6",16,-1.2278,-1.3175,-.5541,-.0687,United Kingdom: England,A small town (3 000 to about 15 000 people),Public,17.6986,1292,28,82600302,82613191
620.49017,606.81891,664.98602,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,201-500 books,"ISCED 5A, 6","ISCED 5A, 6","ISCED 5A, 6",16,.3941,1.1563,.9691,1.1167,United Kingdom: England,A small town (3 000 to about 15 000 people),Public,17.6986,1292,28,82600302,82601197
662.33759,636.8244,702.78412,Male,Native,Language of test,Yes,Yes,Yes,Yes,Yes,Yes,26-100 books,"ISCED 3A, ISCED 4","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,.2293,.0321,1.287,.7936,United Kingdom: England,A small town (3 000 to about 15 000 people),Public,17.6986,1292,28,82600302,82604582
